0,8,10
3,2,15
4,1,14
5,1,13
6,1,12
7,1,11
8,1,10
9,1,9
10,2,8
11,3,7
12,4,6
13,5,7
14,5,7
15,5,7
16,5,7
17,5,7
18,5,7
19,5,7
20,5,7
21,5,7
22,5,7
23,5,7
24,5,7
25,5,7
26,5,7
27,5,7
28,5,7
29,5,7
30,5,7
31,5,7
32,5,7
33,5,7
34,5,7
35,5,7
36,5,7
37,5,7
38,5,7
39,5,7
40,5,7
41,5,7
42,5,7
43,5,7
44,5,7
45,5,7
46,5,7
47,5,7
48,5,7
49,5,7
50,5,7
51,5,7
52,5,7
53,5,7
54,5,7
55,5,7
56,5,7
57,5,7
58,5,7
59,5,7
60,5,7
61,5,7
62,5,7
63,5,7
64,5,7
65,5,7
66,5,7
67,5,7
68,5,7
69,5,7
70,5,7
71,5,7
72,5,7
73,5,7
74,5,7
75,5,7
76,5,7
77,5,7
78,5,7
79,5,7
80,5,7
81,5,7
82,5,7
83,5,7
84,5,7
85,5,7
86,5,7
87,5,7
88,5,7
89,5,7
90,5,7
91,5,7
92,5,7
93,5,7
94,5,7
95,5,7
96,5,7
97,5,7
98,5,7
99,5,7
100,5,7
101,5,7
102,5,7
103,5,7
104,5,7
105,5,7
106,5,7
107,5,7
108,5,7
111,3,15
112,3,15
113,3,15
114,3,15
115,3,15
116,3,15
117,3,15
118,3,15
119,3,15
120,3,15
121,3,15
122,3,15
123,3,15
124,3,15
125,3,15
126,3,15
127,3,15
128,3,15
129,3,15
130,3,15
131,3,15
132,3,15
133,3,15
134,3,15
135,3,15
136,3,15
137,3,15
138,3,15
139,3,15
140,3,15
141,3,15
142,3,15
143,3,15
144,3,15
145,3,15
146,3,15
147,3,15
148,3,15
149,3,15
150,3,15
151,3,15
152,3,15
153,3,15
154,3,15
155,3,15
156,3,15
157,3,15
158,3,15
159,3,15
160,3,15
161,3,15
162,3,15
163,3,15
164,3,15
165,3,15
166,3,15
167,3,15
168,3,15
169,3,15
170,3,15
171,3,15
172,3,15
173,3,15
174,3,15
175,3,15
176,3,15
177,3,15
178,3,15
179,3,15
180,3,15
181,3,15
182,3,15
183,3,15
184,3,15
185,3,15
186,3,15
187,3,15
188,3,15
189,3,15
190,3,15
191,3,15
192,3,15
193,3,15
194,3,15
195,3,15
196,3,15
197,3,15
198,3,15
199,3,15
200,3,15
201,3,15
202,3,15
203,3,15
204,3,15
205,3,15
206,3,15
207,3,15
208,3,15
209,3,15
210,3,15
211,3,15
212,3,15
213,3,15
214,3,15
215,3,15
216,3,15
217,3,15
218,3,15
219,3,15
220,3,15
221,3,15
222,3,15
223,3,15
224,3,15
225,3,15
226,3,15
227,3,15
228,3,15
229,3,15
230,3,15
231,3,15
232,3,15
233,3,15
234,4,15
235,4,15
236,4,15
237,4,15
238,4,15
239,4,15
240,4,15
241,4,15
242,4,15
243,4,15
244,4,15
245,4,15
246,4,15
247,4,15
248,4,15
249,4,15
250,4,15
251,4,15
252,4,15
253,4,15
254,4,15
255,4,15
256,4,15
257,4,15
258,4,15
259,4,15
260,4,15
261,4,15
262,4,15
263,4,15
264,4,15
265,4,15
266,4,15
267,4,15
268,4,15
269,4,15
270,4,15
271,4,15
272,4,15
273,4,15
274,4,15
275,4,15
276,4,15
277,4,15
278,4,15
279,4,15
280,4,15
281,4,15
282,4,15
283,4,15
284,4,15
285,4,15
286,4,15
287,4,15
288,4,15
289,4,15
290,4,15
291,4,15
292,4,15
293,4,15
294,4,15
295,4,15
296,4,15
297,4,15
298,4,15
299,4,15
300,4,15
301,4,15
302,4,15
303,4,15
304,4,15
305,4,15
306,4,15
307,4,15
308,4,15
309,4,15
310,4,15
311,4,15
312,4,15
313,4,15
314,4,15
315,4,15
316,4,15
317,4,15
318,4,15
319,4,15
320,4,15
321,4,15
322,4,15
323,4,15
324,4,15
325,4,15
326,4,15
327,4,15
328,4,15
329,4,15
330,4,15
331,4,15
332,4,15
333,4,15
334,4,15
335,4,15
336,4,15
337,4,15
338,4,15
339,4,15
340,4,15
341,4,15
342,4,15
343,4,15
344,4,15
345,4,15
346,4,15
347,4,15
348,4,15
349,4,15
350,4,15
351,4,15
352,4,15
353,4,15
354,4,15
355,4,15
356,4,15
357,4,15
358,4,15
359,4,15
360,4,15
361,4,15
362,4,15
363,4,15
364,4,15
365,4,15
366,4,15
367,4,15
368,4,15
369,4,15
370,4,15
371,4,15
372,4,15
373,4,15
374,4,15
375,4,15
376,4,15
377,4,15
378,4,15
379,4,15
380,4,15
381,4,15
382,4,15
383,4,15
384,4,15
385,4,15
386,4,15
387,4,15
388,4,15
389,4,15
390,4,15
391,4,15
392,4,15
393,4,15
394,5,14
395,5,14
396,5,14
397,5,14
398,5,14
399,5,14
400,5,14
401,5,14
402,5,14
403,5,14
404,5,14
405,5,14
406,5,14
407,5,14
408,5,14
409,5,14
410,5,14
411,5,14
412,5,14
413,5,14
414,5,14
415,5,14
416,5,14
417,5,14
418,5,14
419,5,14
420,5,14
421,5,14
422,5,14
423,5,14
424,5,14
425,5,14
426,5,14
427,5,14
428,5,14
429,5,14
430,5,14
431,5,14
432,5,14
433,5,14
434,5,14
435,5,14
436,5,14
437,5,14
438,5,14
439,5,14
440,5,14
441,5,14
442,5,14
443,5,14
444,5,14
445,5,14
446,5,14
447,5,14
448,5,14
449,5,14
450,5,14
451,5,14
452,5,14
453,5,14
454,5,14
455,5,14
456,5,14
457,5,14
458,5,14
459,5,14
460,5,14
461,5,14
462,5,14
463,5,14
464,5,14
465,5,14
466,5,14
467,5,14
468,5,14
469,5,14
470,5,14
471,5,14
472,5,14
473,5,14
474,5,14
475,5,14
476,5,14
477,5,14
478,5,14
479,5,14
480,5,14
481,5,14
482,5,14
483,5,14
484,5,14
485,5,14
486,5,14
487,5,14
488,5,14
489,5,14
490,5,14
491,5,14
492,5,14
493,5,14
494,5,14
495,5,14
496,5,14
